site_ref,job,suffix,item,description,oper_num,sequence,Material,MaterialDescription,matl_qty,qty_issued
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,18,GK01400600-01,FP-80 FLOATING DAMPER,4.00000000,60.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,19,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,70.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,20,BC08070300-01,80FP BUILT-IN COVER T3.2 ZAM,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,21,NE041614A0-B,M4x16 DELTA PT +BINDING HEAD (trivalent),4.00000000,60.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,22,LV08011402,FP-80 SR SWITCH TIMER PCB CAUTION LABEL,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,23,GK02800100-01,FP-80 RUBBER FOOT BLUE,4.00000000,60.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,24,HS0805020P-01,xx)co)FP-80 MOLDED LOWER HOUSING Version,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,25,NP02500200-01,FP-80 TANK GASKET (w/ assist damper),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,26,NI08080500-02,80FP TANK COVER t3.2 SUPER DYMA,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,27,NI08000510-01,FP-80 PROTECTION POREN SHEET,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,28,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,4.00000000,60.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,29,LK13000100-02C,CP-80W BUILT-IN TUBE EPDM,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,30,ECB7521100-02A,xx)co)80XP POWER CORD A'ssy SOFT PVC,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,31,OR01600300-00A,D-RING EPDM,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,32,CD00200110,CORD HOOK AB-2N (not UL),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,33,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,2.00000000,30.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,34,NP03001000-01,FP-80 HOUSING PACKING,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,35,HU0805020P-02,co)FP UPPER HOUSING,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,36,NT05090110,M5 NUT (trivalent),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,37,FI08000550-02B,FP-80 FILTER(PS/400N),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,38,FP00300300-01,80FP FILTER GASKET EPDM Hs40,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,39,FCB8000600,80FP FILTER COVER A'ssy,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,40,NE052002A0-B,M5x20 +BINDING SLOTTED HEAD (stainless c,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,41,QN10000101-00,80FP SOUND ABSORBING NET VHZ 100x244x10,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,42,LV08011110-01,HITACHI WARNING LABEL,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,43,NE052002A0-B,M5x20 +BINDING SLOTTED HEAD (stainless c,4.00000000,60.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,44,AC19001200-01B,RATING LABEL 61x41(BLANK),2.00000000,34.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,45,LV08011301,CP-80W W/ CLIP BLACK LINE ON RED STICKER,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,46,JHB1826501,L-HOSE SET (60),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,47,DB08003030-00,80FP OUTER BOX CB FLUTE for NIKKO,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,48,DB07003600-00,70NT UPPER PAD,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,49,DB07003700-00,70NT LOWER PAD,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,50,BI00001200,VINYL # 12 (0.03 X 230 x 340mm),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,51,TM00001107-00,co)80FP ELECTRIC TIMER Lot I w/heat-shri,1.00000000,16.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,52,KA08001118-02,co)cs)MANUAL SET NIKKO MANUAL(J)/CONSTRU,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,53,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,54,EM1661401P,FP-90 EM0.70x675T 100V 2P,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,55,EM1661402P,FP-90 EM0.70x675T 100V P3P,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,56,FM03000501-03,xx)co)80FP FRAME PBT,1.00000000,15.00000000
HPI,3J00000302,1,90FP10201P,FP-90-C002 (FP-90N),10,57,RD04200700-14,CP-80W ROD UNMAGNETIZED,0E-8,6.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,1,FM03010000-16A,80XP FRAME-A PBT GF30 BLACK SCREW HOLE,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,2,NE044014A6-B,M4x40-20 DELTA PT HEXLOBE BINDING HEAD (,2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,3,FM03020000-18A,80XP FRAME-B PBT GF30% BLACK,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,4,NE045014A6-B,M4x50-18 DELTA PT HEXLOBE BINDING HEAD (,4.00000000,128.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,5,EM0750403P,40XP EM0.42*1150T 100V (P),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,6,RC07502021-03,80XP BUILT-IN HARNESS VSF0.75 185mm BK/W,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,7,RC07510900,INSULATION WIRE SHR-VSF0.75 YELLOW ROLL,0.09500000,3.04000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,8,CG00300500-02A,05CB LEAD BUSHING EPDM Hs60,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,9,BC04020000-00,40XP BUILT-IN COVER SILICON Hs60,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,10,DFB660024P,XP SERIES PSE/CE DIAPHRAGM,2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,11,DR06400400-01A,80CW DF RING 63.5-60.2 6NYLON GF15%,2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,12,RDB4000401-01,XP-30/40 ROD MAGNETIZED (CHINA),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,13,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,14,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,15,CSB641000P,xx)XP CASING BLOCK,2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,16,NE041614A0-B,M4x16 DELTA PT +BINDING HEAD (trivalent),8.00000000,256.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,17,DK01410000-02C,XP-80 V.C.R. EPDM 50,4.00000000,128.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,18,HS08065009-03A,co)XP-40 LOWER HOUSING N ADC12 BEIGE,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,19,NI08080600,XP-80 PARTITION BOARD SUPERDYMA t3.2,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,20,NP00401100-00C,80XP HOUSING GASKET SILICON 50 TYPE O,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,21,NP00502000-03A,co)80XP Partition Gasket,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,22,LK13000100-02C,CP-80W BUILT-IN TUBE EPDM,2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,23,FI08000610-03A,XP-80 SOUND ABSORBER SHEET N 15t400g/m2,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,24,ECB7521100-02A,xx)co)80XP POWER CORD A'ssy SOFT PVC,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,25,OR01600500-00,O-RING NBR-90,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,26,CG06000100-00C,XP-80 CORD BUSHING EPDM 60,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,27,NE041505A0-B,M4x15 P=2 +PAN HEAD LONG DOG POINT (triv,8.00000000,256.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,28,QN10000200-03A,XP-80 SOUND ABSORBING NET F-2,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,29,HU08062029-02A,xx)co)XP-80 UPPER HOUSING BEIGE INTAKE P,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,30,NE051603A0,SCREW+FLAT HEAD M5x16 BO TAPPING (TRIVAL,2.00000000,64.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,31,FI01400100-01B,XP-80 FILTER(PS/400N) without RADIUS (P),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,32,FP01000102-04A,XP-80 Filter Gasket,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,33,FC08000700-07,co)80XP FILTER COVER ABS BLUE,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,34,NE051202A0-B,FE±BIND 5x12 ZINC-NICKEL ALLOY+K-COAT,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,35,LV08060101-00,EMBLEM HIBLOW ABS PA-757 (V),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,36,AC19001210-01B,RATING LABEL 61x36 (BLANK),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,37,LV08011110-01,HITACHI WARNING LABEL,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,38,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,128.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,39,KA08002001-00A,xx)op)80XP MANUAL CUSTOMER(V),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,40,KA08002011-00A,xx)co)80XP MANUAL MAINTENANCE (V),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,41,JHB1826501,L-HOSE SET (60),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,42,DB08005110-01A,80XP OUTER BOX w/ INSERT PAD,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,43,BI60000100-00A,XP VINYL FILM 0.03x445x890mm,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,44,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,45,CD00400100,KITAGAWA KOGYO Nylon clamp NK-4N,1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,46,NE041207A8-B,M4x12 TAPPING B1 +PAN HEAD (trivalent),1.00000000,32.00000000
HPI,3J00000328,1,40XP10200P,op)XP-40-S011 100V,10,47,GK02020100-01C,XP-80 RUBBER FOOT EPDM Hs40,4.00000000,128.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,1,MRB8003000,80DUO MOTOR CASE in 100V MOTOR A'ssy,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,2,FC08001100-05,xx)co)DUO-60/80 FILTER COVER ABS BLUE,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,3,TM00000610-00A,co)DUO-JPN-PCB,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,4,ECB7510000-03,DUO-60/80 SUPPLY POWER CORD A'ssy JP,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,5,RCB5010860-06,DUO-60/80 BUILT-IN HARNESS A'ssy JP,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,6,NE030813A0,M3 X 8 P-TITE TAPPING FE+PAN (trivalent),3.00000000,732.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,7,CA08000510-01,xx)co)DUO-60/80 TIMER COVER (JAPAN),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,8,LV08010900-03,CP-80W TIMER LABEL (JAPANESE),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,9,NE041213A6,4x12 TAPPING P-TITE +PAN TRX HEAD (triva,6.00000000,1464.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,10,FP01000300-01,DUO 60/80 Filter Gasket,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,11,LV08012010-00A,DUO TIMER INSTRUCTION LABEL A,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,12,LV08011240-00,DUO WARNING LABEL,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,13,LV08012020-00A,DUO TIMER INSTRUCTION LABEL B,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,15,LV08010370-00A,DUO LEFT AERATION LABEL,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,16,GK01800100-00,DUO-60/80 RUBBER FOOT,4.00000000,976.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,17,FI08000800-00,DUO SOUND ABSORBER SHEET,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,18,NE041505A0-B,M4x15 P=2 +PAN HEAD LONG DOG POINT (triv,3.00000000,732.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,19,NP00300200-03,co)DUO-60/80 PARTITION GASKET,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,20,NI08070700-00,co)DUO-60/80 PARTITION BOARD ZAM,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,21,LK13000100-02C,CP-80W BUILT-IN TUBE EPDM,2.00000000,488.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,22,DK01410000-02C,XP-80 V.C.R. EPDM 50,4.00000000,976.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,23,NE041505A0-B,M4x15 P=2 +PAN HEAD LONG DOG POINT (triv,8.00000000,1952.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,24,NP00401200-01,DUO HOUSING GASKET,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,25,80DWB1004P,DUO-80 100V BUILT-IN GB,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,26,CD00300110,CORD HOOK AB-3N (not UL),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,27,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,28,QN07500200-00,DUO-60/80 SOUND ABSORBING NET,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,29,HU08070009-04,DUO-60/80 UPPER HOUSING BEIGE,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,30,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),5.00000000,1220.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,31,FI08000700-00,DUO-60/80 FILTER,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,32,NE051202A0-B,FE±BIND 5x12 ZINC-NICKEL ALLOY+K-COAT,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,33,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,34,KA08009001-00A,xx)co)DUO-60/80 CUSTOMER MANUAL JP (V),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,35,KA08009072-00A,xx)op)DUO-60/80 MAINTENANCE MANUAL,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,36,JHB1826501,L-HOSE SET (60),2.00000000,488.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,37,DB08006040-01,co)DUO-60/80 OUTER BOX w/ Print,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,38,DB08006010-00,co)DUO-60/80 TOP PAD,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,39,DB08006020-00,co)DUO-60/80 UPPER PAD,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,40,DB08006030-00,co)DUO-60/80 LOWER PAD,1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,41,BI00001200,VINYL # 12 (0.03 X 230 x 340mm),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,42,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,244.00000000
HPI,3J00000330,1,80DW10001P,DUO-80-S001 L,10,43,HS08070009-05A,DUO-60/80 LOWER HOUSING BEIGE,1.00000000,244.00000000
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,1,FM03010000-16A,80XP FRAME-A PBT GF30 BLACK SCREW HOLE,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,2,NE044014A6-B,M4x40-20 DELTA PT HEXLOBE BINDING HEAD (,2.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,3,FM03020000-18A,80XP FRAME-B PBT GF30% BLACK,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,4,NE045014A6-B,M4x50-18 DELTA PT HEXLOBE BINDING HEAD (,4.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,5,EM0751605P,60XP EM D0.50x1000T 100V 2P,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,6,EM0751606P,60XP EM D0.50x1000T 100V P3P,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,7,NE031214A0-B,M3x12 TAPPING P-TITE +PAN W-HEAD (trival,2.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,8,SW10010000-06A,xx)co)80XP SWITCH BASE w/warp improvemen,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,9,SW01000520-01A,80FP SWITCH SLIDE,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,10,SW01000401,MICRO SWITCH TYPE SS-10 OMRON INDONESIA,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,11,NE021001A0-B,co)M2.3x10 TAPPING B-TITE +PAN HEAD,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,12,RC07502021-03,80XP BUILT-IN HARNESS VSF0.75 185mm BK/W,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,13,RC07510900,INSULATION WIRE SHR-VSF0.75 YELLOW ROLL,0.11000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,14,RC07510100,INSULATION WIRE H-HVSF 0.75 WHITE 500m/R,0.05000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,15,CG00300500-02A,05CB LEAD BUSHING EPDM Hs60,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,16,BC08020000-00,80XP BUILT-IN COVER SILICON Hs60,1.00000000,0E-8
HPI,3J00000331,1,60XP10200P,XP-60-S011 100V,10,17,DFB660024P,XP SERIES PSE/CE DIAPHRAGM,2.00000000,0E-8
